Year,average_rain,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
1990,1973.6096875894884,3876.5527407962927,34.55100218977455,Brazil,Potatoes,20.42203290537346
2007,2100.1556139671056,4273.557842813159,11.575841312494038,Brazil,Sorghum,0.5
2021,2457.9068213379524,2107.9404911408524,32.575027128787404,USA,Rice,4.844423459512138
2000,2054.995683411653,3342.3647738086047,30.351707184667017,USA,Rice,5.4290924319042375
2010,1117.6354787097987,303.4346241026407,17.856038012487623,India,Maize,6.8976328391153485
2015,1252.691086051791,2652.0296113376185,34.338163795931294,Albania,Potatoes,17.78784563464075
2014,2711.760911442418,234.45587735008516,17.198443704285374,India,Rice,4.066420184755668
2011,247.94184023205332,155.6622940673957,32.23261809570546,Australia,Maize,3.5757462206652977
2016,2156.69762748399,3068.4950041084676,32.018714426854736,Brazil,Sorghum,1.1856822346093094
2002,2873.377146790603,1523.6435581509859,28.94144041507431,USA,Sorghum,2.3264379769902104
2022,2177.438875882326,3715.2604406527726,24.0867618453213,Brazil,Potatoes,16.09652337546436
2023,2982.95356704899,4481.451977556635,13.0000687404222,Brazil,Soybean,1.099378913451873
2024,2125.125735479326,705.56195691445,23.299293362412456,China,Maize,7.1138710201841775
1990,296.21648180721104,3625.3689645088302,18.919906391373363,Australia,Soybean,1.3061695085920757
2010,2515.627668611386,2577.454791458833,29.805425828883795,China,Sorghum,2.434720977971113
1995,996.9637534300934,569.4750583118673,28.95323016242112,Brazil,Sorghum,3.024811398265969
2017,1448.9602318604348,3261.4471063388164,32.765312684315134,USA,Wheat,4.242881103186273
2006,1073.8573645398299,3051.2393475012996,10.370754060792697,Brazil,Wheat,2.1332854679403024
1994,951.9514973871024,2583.052918329905,30.227580420576153,Australia,Wheat,3.460991557551745
2020,1407.935970275399,4633.091310752694,33.46155132811672,China,Wheat,3.538848138680164
1994,1260.5040556338865,2610.1876835590424,29.732511227703753,USA,Rice,8.595377998483727
1992,1973.3480291592502,4952.670426096561,13.254861496759167,Brazil,Wheat,2.3257341611151556
2012,2476.8233627650297,2551.051781102074,12.031977621022193,Albania,Rice,2.026400935610122
1999,1031.8482289242743,588.1016711238243,10.52113099519252,Australia,Rice,4.362076187160652
1999,798.4192279016488,2357.6515428644016,25.718630645701776,Australia,Potatoes,23.042610784685646
2008,2067.3067584369583,919.8205251498055,25.741816296497184,Albania,Rice,4.240635939619295
2006,2076.8961843261886,2989.696091234962,34.67284285545531,Brazil,Rice,2.7661868671003074
2010,2723.167470001281,3468.7295542160696,19.95107935260239,Australia,Wheat,1.976730791706538
2003,244.64792206927038,2347.4920407483974,18.297657122437418,USA,Rice,4.16416097105807
1998,2588.513853926228,497.5378087389097,25.61062317960981,Brazil,Soybean,2.469405842424454
1990,1658.8060842553994,2348.520578931929,30.64021681268985,Brazil,Wheat,3.646276998072267
2002,1939.6458496818768,416.456531524658,33.419348738075044,China,Maize,8.6891968575016
1993,455.8400335719614,3413.8085179776044,30.078104154475966,Australia,Wheat,1.066995045103778
1990,1411.3218120417278,3953.9374420767867,20.66684951539512,Australia,Rice,6.001318229664672
2021,836.4467402678666,4812.277832862925,25.872855882801602,Albania,Soybean,3.2454921699262798
2023,911.8300842310254,752.5225145709976,31.407483167902924,China,Wheat,3.9839270985881687
2017,1611.4663210928768,2666.7774743111877,22.265242207793484,China,Soybean,5.470551040173724
2020,2474.8766611287147,2842.0114640017387,15.417166092634817,Australia,Maize,5.093512227813348
1997,2282.586604405597,4613.157903567088,14.243085993696823,Brazil,Sorghum,1.1361961915590826
2015,1854.7998854406708,3140.110436576606,10.003943614451419,China,Maize,8.375735087245284
2023,1710.3709397097077,736.0931317701522,27.955949874532106,Albania,Sorghum,2.6585152760662676
1992,1396.456921056572,2187.393106576314,12.777430221149762,China,Potatoes,24.120173005151205
2001,2923.5879259718818,3277.26501724619,16.09597749239851,Albania,Sorghum,0.908416284573952
1990,1768.5391518558533,3504.4193160257937,17.446908288069835,China,Potatoes,25.381710313879548
1994,911.105915274222,4316.739252966962,24.009496503419207,Albania,Wheat,3.896020953260459
2019,844.2542177121107,910.7305280235419,19.94893193239423,China,Potatoes,25.795477525350023
2019,1911.788486170397,4758.195312309937,26.866849800579047,China,Soybean,4.316856880580986
2006,1663.9170764706005,305.10566595780534,11.390966483217568,USA,Potatoes,23.87866084911974
2012,221.5538482731958,4918.973051498821,13.098479856610986,Albania,Soybean,0.5
2004,2524.1830421481823,4290.257793403379,22.48028758833167,Albania,Sorghum,1.439837979407706
2010,2171.542591850817,3304.7611859832346,18.424119696170745,Albania,Sorghum,0.5
2003,2053.1220110986897,3677.627546319464,17.395334068783992,India,Sorghum,0.8200499393984668
1991,392.5858415534451,372.7331095347942,11.675701975938068,China,Potatoes,12.93336982407094
2000,1213.756380482976,216.98451584331738,32.39297936870004,Albania,Sorghum,1.6057844368428684
2023,2819.070330051801,517.8113247913141,27.29546465312627,Australia,Potatoes,16.241468163874103
2023,2615.2498757558183,445.9254751740475,13.040453920491235,India,Potatoes,12.850987805476976
2007,999.5202260346937,2741.4323550124814,11.626148943428515,USA,Rice,5.136916781023464
2019,639.7648754775884,1085.0654956878277,34.37181333578108,Albania,Rice,3.7379083645516182
2004,1457.4462800720157,4302.426129661565,27.029313760987623,Albania,Potatoes,19.711345580697188
2016,1196.3250602694504,2234.28562910968,20.436401777343537,India,Soybean,4.533864310593406
2023,2110.233854776775,3480.597277526792,27.54327601889462,China,Wheat,3.9692265905980797
2022,2906.017468236095,3267.8367339210977,28.90829466200398,Australia,Maize,6.870756807325207
2013,1216.404059951172,1606.0666642592532,29.499055059719485,USA,Rice,7.262078916640674
2004,374.2276834262776,1223.4061918933878,21.94693264132644,Albania,Potatoes,11.227331778399938
2019,2713.3192233586788,1718.8568636302095,20.7470689531212,China,Maize,8.238541961341934
2006,306.25924467163827,3985.3252855106894,10.275702106722509,Australia,Rice,1.0149871433615347
1994,2867.7445120293323,2935.521473613896,33.16392787854595,Australia,Wheat,1.6968311180567122
2018,2060.8223984253113,1275.157925970685,25.082696959723577,USA,Soybean,3.042135600694259
1993,2836.729783637458,4091.0537508715465,15.078848429749202,Brazil,Potatoes,14.277079669790572
1999,759.0471226171392,283.2493366904306,32.990085485535914,Australia,Wheat,3.1254238304474637
2006,313.9594267106613,3498.925041201574,32.87329754425741,Brazil,Rice,3.4488421413455224
1999,1566.9879391741772,2201.113020689061,34.7296041091524,Australia,Potatoes,19.791450823238755
2006,1461.7455607963507,3659.1390264687825,31.85141407847447,USA,Maize,9.629810951705995
2009,1128.178365113672,4638.0317884147,34.94460969550162,India,Sorghum,0.8260370480626942
2013,2881.438128288353,3752.6701487550504,16.117154703081816,USA,Soybean,1.7815739935309969
1994,2503.2344500520103,2215.407123003798,31.05623962998085,USA,Rice,5.089631890247831
2023,2052.429659851661,763.3686507542649,30.575707719894112,India,Soybean,2.2731025423631066
1995,656.0032165859177,4033.691369269114,15.773508980518343,India,Potatoes,20.864347590393105
1991,2256.105543011869,2308.920579337644,12.46093872502477,China,Sorghum,0.9581381825326605
2002,2235.634873159227,385.8084940510777,34.48551284193999,Australia,Wheat,1.89100488781708
2000,1390.190886124821,3598.0864349065614,17.40061378801526,China,Soybean,3.5324140883122896
2012,2789.400547199238,1466.3413099237825,31.77229476169515,India,Maize,4.886168265142333
2005,667.5380702412292,253.9522652308743,10.103178866865097,Brazil,Rice,2.971861108156101
2020,948.54517475266,4514.727564720648,10.525620180490055,Brazil,Maize,6.052546205067977
2000,377.0281499017742,2420.6744495486114,21.64678271740921,USA,Soybean,2.1716595520094586
2005,2427.2626828972448,1411.9956553333775,15.967867098376589,Albania,Sorghum,1.3432126836579605
1997,1940.9262810671123,3584.7689238457087,27.246032085899106,USA,Wheat,5.189729155925804
1993,1081.8328559074987,4430.652864635993,24.13910813919886,USA,Wheat,5.429363505761093
1993,658.678258064083,11.532304418439887,11.937144936262285,Albania,Maize,5.6266080338775675
2014,312.41375608047304,3442.3824033603473,14.065707407892926,Australia,Potatoes,10.085345964056879
1992,666.8875921526225,3837.3883531519227,19.701231751460355,India,Potatoes,21.7581577426547
2021,1469.197009745443,1057.53786212467,14.64010159888583,Brazil,Sorghum,2.5659193219460104
1992,892.0955132296972,2453.22291873677,29.805558681098216,USA,Wheat,5.804559293889522
2016,925.1500968095069,455.5366356004997,20.401755888832,Albania,Maize,7.3550549388910005
2018,2651.6138266696003,3736.2819137515844,12.335796671062482,China,Maize,5.726911209818258
2021,1642.3854856910818,4238.805532631129,22.10857255680312,USA,Maize,11.188756205658802
2008,2241.9055247595606,549.8514200500564,12.270954526535354,Brazil,Soybean,0.5
2010,299.99065727880065,4084.136664629845,13.22343263549543,India,Sorghum,0.5
1994,1222.4573958984804,3860.1351507178224,15.990245800705132,USA,Potatoes,24.443404920284237
2007,1541.6741727072372,1741.0974686507775,31.488192631187246,USA,Potatoes,25.320084155025064
2017,721.9671945885171,3454.5447543685805,33.115313308324296,Australia,Soybean,3.2123814164118345
2011,536.5363160475083,10.240138232615617,30.656443233301726,Albania,Rice,4.5705880935791106
2010,2636.850579799559,4659.670295785333,18.35193043544618,China,Soybean,2.388706225578045
1995,2830.4085558794304,2756.4123441887805,16.811161027720793,China,Sorghum,0.8512297808669442
1990,420.65875452714073,3105.4909316693775,23.72889226975598,India,Maize,5.950725053723632
1994,1177.2523951188407,3326.650473560102,28.046329013327806,Brazil,Soybean,4.277749320765489
2001,2883.1997588045265,2811.23139591965,34.83431970400437,India,Maize,4.924272519189445
2015,432.8528527709017,4285.251798821921,13.289267796973157,USA,Sorghum,0.5
2023,2002.1958440604335,3052.4121424362042,11.232299975595112,USA,Sorghum,0.7256097975661328
2003,2922.2198387076155,4539.722356289958,27.358897224881776,China,Wheat,4.481418500923729
2015,2939.026272027849,2915.8347949477043,30.805644587597637,Brazil,Maize,5.3783837779449994
2016,1519.425326530481,863.9008856830274,31.15871949666058,Albania,Potatoes,19.272520656499065
1998,655.6975017906657,4568.677153638121,26.961588726929016,Brazil,Soybean,4.417750395874017
2015,765.8360819368288,3411.321216815286,33.850395102979675,USA,Sorghum,3.2043413670144902
2011,2690.883906348305,3499.2025822334253,22.775119088614673,Albania,Maize,4.593367182129117
2019,2752.7124121232605,4927.553935352293,32.845369958405314,Brazil,Rice,3.356428814416817
2006,1902.0630028459534,385.2308055058,34.19530342478808,Brazil,Wheat,2.3491757610161215
2015,2345.2939185157516,2148.677109404905,31.178936425077694,Albania,Rice,3.542660504178364
1990,2271.807504117143,1203.08601100321,17.743964081465514,USA,Sorghum,0.7754515095873429
1997,2053.1004743694994,3155.828058921149,14.905391279257381,Brazil,Rice,2.161132961560435
2024,2516.3754736414294,4035.990301902879,23.70300162454546,Albania,Rice,5.560810556774578
2004,2119.138544512899,4831.890437373139,21.325368759504713,Australia,Wheat,3.198078446127363
2011,1695.206456092998,2278.434573704053,31.943958554818323,Australia,Wheat,3.458297045495913
2003,863.477815246839,3933.228970906595,12.500791776678843,USA,Wheat,3.3758681892718947
2015,2282.8868035321334,4586.087444281494,16.443501532787966,Albania,Wheat,1.6634207963280327
2017,1525.6260299471685,3419.793908354065,28.794973612967713,Australia,Rice,6.746562002685354
2012,1025.4167152210262,1221.2354367243584,12.374666124432803,Albania,Potatoes,17.314132968167133
2003,2445.449572076971,3043.192214027879,18.019110350542505,Brazil,Potatoes,15.098179026255329
2013,2150.7980809884793,4850.060718607761,19.67888485134958,USA,Wheat,3.3138352374831075
1991,2824.55077674916,4937.893606019211,25.56484491406725,Australia,Soybean,2.588846868892625
2015,663.2365920528576,3215.375520346723,13.953316142984114,Brazil,Maize,7.6329552776163085
2003,2017.7299969821809,4436.068911781226,31.51511225874274,India,Sorghum,1.2940266424219367
1996,883.8705106468927,1009.743325604528,21.188555886656857,India,Soybean,3.9423440774903344
1992,2730.0323588445967,1237.9322387115617,32.92554279701391,USA,Sorghum,1.7084480632743648
2012,478.5983599185239,4764.90918829545,21.69674784084829,Australia,Soybean,2.679604164544472
2007,2037.2530580456562,684.8245237190914,16.876006473518334,Australia,Soybean,0.9810428403767334
2024,2415.0400202784836,963.6211260864599,13.545720717191871,Australia,Potatoes,13.510351513122695
2004,1193.7699530211803,2108.537509609058,10.09362736778212,Albania,Maize,4.86858887868856
2014,2871.586622274666,2952.0255958892185,23.30393712462089,Brazil,Soybean,2.9269644776545807
2017,2582.0459168409043,3023.0479226516754,12.678917423173086,Australia,Wheat,1.9072352617542987
1999,1024.9312391177295,1466.9602832411663,19.793194090779455,Brazil,Sorghum,3.419767084928298
2006,221.1150596047963,4603.863350772238,24.73179403092717,USA,Potatoes,13.613117919673698
2011,1030.6400931305704,4576.348538963235,16.892147422567508,Australia,Sorghum,2.2247268245170035
2015,987.6693173180792,1966.4195847313385,14.380607309152882,USA,Wheat,1.9288685619558243
2014,2691.900901002545,2177.1159294571826,29.368040565233542,Australia,Wheat,3.1082185603237598
2006,2907.939299113293,3515.46061295132,33.669779307040514,India,Soybean,2.033389358791795
2002,397.23196071672896,3318.349523030515,12.51101044654915,China,Wheat,0.7674561577595537
2009,1519.6255198932868,1917.6621046552023,13.889758109625197,USA,Maize,8.757911580754293
2014,1735.329595883428,2077.078815089807,34.00031643131797,Australia,Wheat,3.0187161151705046
1993,460.15265172316924,1746.7143276734794,10.944605545306157,China,Soybean,0.5
1999,1256.993585585063,1184.5711846970064,34.4408084137618,USA,Sorghum,2.641590207400435
1992,1087.8307687002616,2296.110430991457,10.116112077124718,Albania,Wheat,1.2544887784841197
2007,1700.9577921158445,3435.306318193677,31.841716391283285,Australia,Potatoes,21.50391019782713
2011,2051.334519249426,3712.413859518322,17.68312952469374,Albania,Potatoes,13.290797783192392
2023,2169.758309390387,3896.5795047972533,33.464721454432414,India,Potatoes,14.289949705851665
1997,582.9140661174852,1879.912747131076,17.923632215889636,Australia,Sorghum,1.4937697298350867
2008,2476.25356544494,3825.5336114820184,26.3576580383514,India,Rice,4.00892171030598
1995,2099.9176834141253,42.51641530245762,12.000814244148415,China,Potatoes,17.445074432316197
2015,2689.409766890815,2390.479189207242,16.058245286343475,USA,Potatoes,17.57173774889415
2023,1458.1409664192154,3971.5829566621273,29.341983661981267,Brazil,Rice,6.31524895169093
1995,2702.8913356221365,3153.923156000353,23.21714634197049,India,Sorghum,3.337880185187303
2022,2624.167542597011,2375.574989530993,33.19922654467612,Brazil,Potatoes,14.467423307924149
2011,1427.5461306059549,3226.7636129656826,20.71878520853386,Brazil,Soybean,3.0839955393424088
2010,1267.20128282034,4535.660555711833,31.745309145348077,USA,Sorghum,2.965854617750833
1995,2811.873641916719,2836.2451850449347,21.223885936955938,China,Potatoes,18.857022980357673
1995,2202.4612567076256,4000.93309538593,34.48120696754963,USA,Potatoes,18.662260921478463
1993,2799.0869700266117,4903.906198873736,33.99585953497192,Australia,Rice,4.208637952464847
2019,2431.5293809082764,3530.785328357078,18.22841763890201,India,Soybean,2.1645991747745694
2000,1906.0328300159601,2870.895561806427,32.14809176042008,Brazil,Sorghum,2.9932249106760875
2019,524.3877756105406,197.0548761554479,31.19028435539123,USA,Wheat,4.217260829867585
2020,1016.1458832214757,1878.644712290392,15.26700993318907,USA,Maize,9.139926172989064
2013,2912.7587398754963,2831.5592402404404,25.607260019581744,USA,Soybean,3.4852379691720503
1998,1094.3818763997724,3988.060792813102,11.81705788974537,India,Wheat,1.532792941254398
1992,461.11363539903823,2196.1429003414055,30.917768014586542,China,Soybean,2.323129423662767
2020,2181.1493965740956,4800.690796066219,14.363647087587413,USA,Wheat,2.402414953714976
2013,2255.211912722316,1366.2508255921377,11.770367534644112,India,Wheat,0.924138108943693
2020,999.2816168040222,3725.390304099479,20.00547738847028,Brazil,Soybean,3.261021317896883
1995,1033.4815421696503,2100.9667712497962,24.423053464991085,Australia,Rice,6.114034694702612
1991,1512.9003594245949,2435.0825878838705,31.372923963994275,Albania,Soybean,2.0915848671911523
2009,261.0090593343155,4014.485148988547,34.35606313804341,India,Soybean,0.8117596301083402
2017,2410.104429011258,1488.1141556420107,20.987312814246593,Albania,Wheat,2.178203063998258
2000,1087.8486043675516,493.0921624097642,11.511173074631756,USA,Maize,8.063514197486088
1993,2590.536685605537,2606.075367221001,28.727889475646766,USA,Wheat,3.4353932886348404
2004,2447.3651804800943,2648.6851129007064,24.129331405598435,India,Potatoes,15.878741700941108
1995,2051.925692732593,3987.867183404615,21.19728362111158,Albania,Soybean,1.6900606919922432
2019,1109.6496278780082,4841.912839098188,17.73172196980474,USA,Sorghum,2.1244291607455534
1991,1645.686372651276,285.95042477845845,22.55996319608839,Brazil,Soybean,3.5716989729556827
2004,1445.5219212742852,2962.530473978113,18.466990111425773,China,Rice,7.3224091243042375
2000,1148.8692814962878,3409.5798662708517,28.925296693684007,China,Sorghum,2.759855470382258
1997,2574.781610048899,4929.148740235123,23.597342412316028,USA,Wheat,3.9726007917640276
2015,1553.819808817463,4713.525169241789,31.921194353852798,Albania,Rice,5.119252929754166
1994,2531.62467383201,3565.129315912768,23.58859786623605,Australia,Soybean,2.4318911744497274
1995,494.611727597108,2613.729162109885,15.95656033349825,USA,Wheat,2.1758287624857093
2015,594.86940808094,816.0043722733137,31.27729705580361,Australia,Wheat,3.286965126643344
1993,2936.496854316335,1927.041010470043,23.930476123251097,Australia,Potatoes,16.113678367718713
2008,1845.751695297051,2929.7604020352,15.17102595358903,Albania,Potatoes,18.152721299979806
2009,1627.355085797337,3628.7499790128113,25.587695248905554,Australia,Maize,8.206919691352452
2022,1664.8369768035127,3180.6437918207703,18.94291912356069,Brazil,Potatoes,21.69621752344847
2009,802.7525672920075,3573.472781120429,31.110140307301645,Albania,Sorghum,1.6792912028520677
2001,2212.3710586055245,2151.4709977139696,21.33249346616357,USA,Wheat,3.3719570236519916
1990,437.3857464433122,3640.8601799493354,28.16103395268542,Brazil,Potatoes,12.07663620352905
2015,1805.306396688465,727.2688675383988,12.388405190905928,India,Maize,7.337666266431217
2003,1798.152630440524,821.3056956979367,19.900608657558656,China,Soybean,3.3957612014882037
2000,2759.7275875738305,822.5324076890195,34.58103591180996,USA,Sorghum,1.0762311699629272
2002,1673.311868293609,4455.416135608522,30.211507236928707,USA,Potatoes,26.469012875865364
1992,583.7755487277027,389.40997591008613,13.998520059173217,USA,Wheat,3.6099208218354093
2022,1803.709125894855,4009.5267799400444,16.944101236931377,Brazil,Soybean,2.9892398208241486
1995,455.7174042229306,1175.5187812532183,18.245395221409026,India,Wheat,0.8770289349790286
1999,770.6227388397807,2347.465403071301,26.259139012386143,Albania,Soybean,3.4116433012523997
1994,287.10403572476514,4580.623411373733,28.92486898724139,India,Sorghum,1.3525989199082633
2012,1637.2220308865953,2933.8267761406587,28.738165220197743,Brazil,Wheat,3.6226397628122724
1999,436.69132282200263,1058.4872542994694,22.74685140766007,USA,Potatoes,13.460362486080845
1991,1514.3042598877214,1427.6094009908475,30.27051344595378,China,Potatoes,25.453870871590507
2002,2812.2460989076035,4603.0286532399705,20.926952068936878,USA,Maize,7.964268863248382
1991,2215.33195645413,2141.448186298792,13.097014132389049,Albania,Soybean,0.5524747825791406
2009,416.75268783082055,2939.0575602038793,24.111046041345332,Australia,Maize,5.70866388697784
1990,827.7874741847609,2305.0616611606897,33.80753461502766,China,Rice,6.635168356105065
1998,2086.254775701616,1898.4060593617635,29.824841284812784,USA,Potatoes,18.230142704040908
2006,2705.1652108677144,1124.1628433926855,24.467516192306057,China,Soybean,4.243596897769357
1998,292.17204293907054,3434.0955874181645,26.170141508727422,Australia,Sorghum,2.079224770176283
2000,2474.8631688176633,3594.027711097881,33.264050675889315,India,Maize,5.63747462995376
2004,1773.0788649472643,1381.6766071209236,20.708569860874015,Brazil,Sorghum,2.269138710114055
2013,1729.0557108298992,3947.164106843604,18.284853473565935,USA,Sorghum,3.5503991378590616
2024,2881.876911709402,4274.1306495053805,34.431039125011225,Albania,Sorghum,1.2262653098794392
2019,2293.4049152709645,4604.168730235756,31.586078337758334,India,Maize,5.649414634060471
2020,2580.3328305571135,814.4499454526659,18.076089615465058,USA,Rice,4.306943882248651
1994,1191.187594725067,1526.5791812301993,21.59451493402307,India,Maize,8.462470548790384
2003,1752.2193143195475,4303.1632040434415,20.376953225194974,Albania,Wheat,3.7594031196720064
2000,1923.135896797758,1000.7156121111909,13.727391966785849,USA,Potatoes,24.60823687438103
1998,1100.4350330149023,27.307611625041897,33.945483095331475,Australia,Maize,7.478601286512639
2023,1796.6947498527186,4355.428278155656,20.10781078049397,Australia,Maize,8.74665549984303
2001,862.6350625431987,1638.9827143393331,31.8832270659477,Albania,Rice,4.609253309160785
2024,601.4518789910708,2078.3426504433605,14.733905692016627,China,Wheat,3.031233682388535
2024,1247.1167259765314,2237.2067883459836,23.696770265930496,Albania,Maize,8.026256166666386
1990,2270.0109604900235,4242.89025732947,10.599034628106745,China,Potatoes,16.572597128240858
2011,2765.324014606885,1696.0818015213674,29.105512096057716,USA,Potatoes,19.143654060750514
2018,1481.5993441950511,4462.476630423844,24.52284745615696,China,Maize,10.347504459146947
1997,1999.9063271712087,3088.5262988597597,25.639739586743815,USA,Sorghum,4.74403167258008
2000,488.5039667302813,2641.1607529280845,11.293022063866337,USA,Sorghum,0.5
2003,2732.4985239465204,1634.8163905660374,15.275958255215386,Brazil,Wheat,1.6253389971821721
2019,1792.0917979958163,1226.1213644431173,11.858271808839504,USA,Potatoes,24.15764374212586
2024,2384.9470933504394,3124.0516294589697,17.222857895095295,China,Sorghum,1.3431586325770275
2010,2424.4353625799026,2240.001858682315,25.685975192053775,Brazil,Potatoes,15.977208427262171
1994,918.1454738306966,4553.474889560712,24.15464960793438,Brazil,Wheat,4.447954857306262
2008,1681.6884689091787,2463.2771934091083,25.303745540334756,USA,Wheat,6.331203616634574
2003,2889.343304370737,2563.856634338944,23.731281784447358,Albania,Sorghum,2.2628038571339624
2015,450.97672549831776,2089.449172868644,16.825719891896483,Albania,Maize,2.4063142119150944
1993,2112.5397144827775,3948.422354986512,16.11268743361063,Australia,Soybean,1.5642808881759904
2014,2894.339418498482,2129.9475985652593,13.426492088414532,Brazil,Rice,3.281659582080463
2014,1041.615902551262,1354.0165787512772,31.226771872587303,USA,Soybean,3.7225183892457294
2007,2612.0541799321745,4311.534062724614,25.411983963531114,Albania,Soybean,3.590673975152834
1997,2814.2411271431606,2988.172824612549,14.662775312601493,USA,Potatoes,17.921446995194447
2003,2291.8413863055102,2961.6359966473187,14.43023449553099,USA,Wheat,1.6011742686838222
2021,847.7192744594831,3058.0028137479935,31.825890038153418,Brazil,Potatoes,20.760397799369947
2022,1135.2020127144629,3597.010343546277,28.568271594082983,Australia,Sorghum,3.1088656363612457
2012,300.26602436964606,1572.2092666697085,26.484976997634284,Brazil,Rice,2.8379536280034356
2004,2528.0690558869946,178.8834104566842,20.171602688482494,India,Sorghum,1.8621143524990116
2022,2578.911322231024,4054.859872776278,16.549389106962938,Albania,Maize,3.6044825075923708
2014,1971.5888679053396,653.2362188693708,34.486269077820594,Albania,Rice,4.878636336076896
2006,1187.0779835387839,3611.880488680615,29.930989375570004,Albania,Potatoes,19.677051999904887
2022,415.0708773917775,420.7533384537705,17.54448057840691,China,Potatoes,13.463507827994519
1991,2308.5613077617463,1882.7861317221755,31.189119906962368,USA,Sorghum,1.6812887829562937
2003,2234.2733421077837,324.50008845937583,28.973298715367036,Brazil,Potatoes,15.579709805904022
1995,2755.2870608689227,2615.8462613423458,17.42701374694996,Albania,Potatoes,13.022200263365717
1995,2245.489658815014,3269.1475061800597,20.66382135604099,India,Soybean,1.8219861510730397
1992,2520.345838283205,865.4513744791597,14.648836134775667,Albania,Maize,3.858616020590382
1996,2288.672930131199,1864.4218160076264,12.776311109452735,Australia,Soybean,1.0809571142019583
1997,1965.924127274486,4651.895060304837,28.06905082099242,USA,Potatoes,26.230359177140613
2004,1395.5059037348258,2217.5216943662094,16.687796433846664,USA,Wheat,4.72814406631732
2018,2725.9284641983777,4014.6924091930177,30.50148414365634,Brazil,Soybean,2.4974916943639642
2022,2022.7120013409155,4636.651877850443,34.89021778786065,China,Potatoes,17.973400022196692
2019,1315.3949015045453,4871.9856666366595,11.915495348241217,Brazil,Potatoes,19.003208899998207
2016,433.7140265094802,4492.626878259933,21.82587812709251,Albania,Maize,3.9631171314735596
2018,1013.9735965322699,1593.852592503256,30.051563982770077,Australia,Sorghum,2.1262278278516273
2022,1722.4348575244612,4813.238701944353,29.72377241353084,India,Rice,5.987710737585015
2016,971.7790360453447,4063.852256312774,28.99992895827421,Brazil,Soybean,3.1188827801841246
2022,819.4589741701259,4187.506162361044,18.724873382547774,China,Soybean,3.5931771712230876
1993,1676.7018394459722,85.7131910174555,21.34633139212631,Brazil,Soybean,3.8729779454993674
2011,675.4969685080569,4771.651927958285,24.874208933536757,USA,Potatoes,27.035999620666953
1991,2441.1481773102896,3892.6702170052163,34.34851458933143,Albania,Maize,4.807209671240089
1999,1556.2308237594423,3842.157807574421,18.18868177346232,Albania,Potatoes,18.05009728285264
1994,1806.8157670954206,416.8084073336454,33.07859719292144,Albania,Potatoes,18.515019058312873
1999,612.673149272576,1170.517019955923,16.73392295451235,Albania,Sorghum,2.153439820910126
2022,1108.8137397622286,4811.685709038116,34.726861636842614,Albania,Wheat,3.191726158412183
2002,1348.251113131228,2508.378603279327,26.756592170689792,Albania,Maize,7.186026892668851
2020,2462.9959254462083,1995.3115110039078,21.587787008963772,India,Soybean,2.321768409328737
2013,2356.446664641227,4201.304677563099,25.33476070159012,China,Rice,6.627330616010648
2004,824.3369294055078,445.8286664285822,16.81327922600517,Albania,Soybean,2.0366254500231276
2018,1925.3014284996216,2090.540661192586,16.854346437786667,China,Potatoes,24.69794326206529
1997,881.6778017615933,1884.746864366197,12.838863596087347,Australia,Maize,5.969877091765854
1994,2967.092035932687,1755.7584212816598,12.851257442634969,Albania,Maize,3.229462000382006
2018,2865.946858766438,1545.3842958288349,18.691793536722784,Brazil,Maize,4.661091611689328
1993,1777.1412174577374,1058.2740343824894,29.07138694740929,Albania,Wheat,3.523219792897617
2001,2156.9272013036,872.8249069227057,25.199279189954062,USA,Soybean,4.106943255911369
1991,2444.005070184206,3205.6265234291736,12.56461400827552,India,Wheat,0.5
2016,2218.795576125731,4597.780257631305,31.305913124397772,Brazil,Sorghum,1.689359565022532
2020,2159.5203350307784,2549.1697097969086,25.03419067475166,Brazil,Rice,5.607993139212575
2015,2883.9512222586786,1496.893016209755,34.021389419619496,USA,Sorghum,1.4399586898407413
2016,1870.0770976603933,804.2093866339094,26.75463668528019,Albania,Potatoes,18.97828063304615
1994,1981.6474810933557,4152.415391612445,14.379371592604524,India,Wheat,2.8855644088865677
2009,2577.9525012269073,4857.745361801337,21.844584057695556,Brazil,Wheat,2.9660201155348056
2000,2075.6944300035393,1752.2854533245807,26.212439938680102,India,Sorghum,2.4527220233986013
1999,2252.211341649063,1461.8426235051234,10.706617526249442,Brazil,Potatoes,13.232311723577187
1995,855.6723213505988,3011.449835344957,10.372756603870197,Albania,Maize,5.438470480185691
1997,1239.5473875221985,3878.8916149575944,13.235075014964197,Australia,Potatoes,20.315102082113214
2012,612.4437679933005,2282.459989712825,16.29161087613677,Brazil,Soybean,3.6903185979451276
2015,1616.1432385374553,3154.0650178061364,20.738728088016888,Australia,Sorghum,2.906749870928253
2001,1476.0367219046896,3585.5798494362266,22.18601184399471,Brazil,Potatoes,22.602020665765636
2015,2992.0558799824794,4803.355516402335,13.45069022344742,China,Maize,5.972879495638353
2002,1911.3842278835189,833.5362792952162,26.83478947789577,Albania,Potatoes,19.71962175141933
2007,2402.0455049443854,4986.938644188594,24.90345154241337,USA,Wheat,4.320702972640338
2014,1135.2410781214319,1966.8617096537316,17.361602471029006,Australia,Rice,4.840687449642461
